"","CASE","SERIAL","REF","QUESTNNR","MODE","STARTED","BF01_01","BF01_02","BF01_03","BF01_04","BF01_05","BF01_06","BF01_07","BF01_08","BF01_09","BF01_10","BF01_11","BF01_12","BF01_13","BF01_14","BF01_15","CP01_01","CP01_02","CP01_03","CP01_04","CP01_05","CP01_06","CP01_07","CP01_08","CP01_09","CP01_10","CP01_11","DD01_01","DD02","DD03","DD04","NA01_01","NA01_02","NA01_03","NA01_04","NA01_05","NA01_06","NA01_07","NA01_08","NA01_09","NA01_10","NA01_11","NA01_12","NA01_13","NA01_14","NA01_15","NA01_16","NA01_17","NA01_18","NP01_01","NP01_02","NP01_03","NP01_04","NP01_05","NP01_06","NP01_07","NP01_08","NP01_09","NP01_10","NP01_11","NP01_12","NP01_13","NP01_14","NP01_15","NP01_16","SE01_01","SE01_02","SE01_03","SE01_04","SE01_05","SE01_06","SE01_07","SE01_08","SE01_09","SE01_10","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME_SUM","MAILSENT","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","MISSING","MISSREL","TIME_RSI"
"157",380,NA,NA,"NARQ","interview",2024-11-18 14:00:33,3,4,3,4,3,3,3,3,4,2,3,2,4,1,4,3,3,3,3,5,1,5,5,3,5,3,21,1,2,1,5,2,3,1,6,4,5,5,2,2,6,1,6,2,5,3,5,5,1,1,2,1,1,2,1,2,2,2,1,2,1,2,2,2,3,3,2,3,2,3,3,4,1,3,4,19,80,138,67,101,58,25,492,NA,2024-11-18 14:08:45,1,0,8,8,0,0,1.23
"158",383,NA,NA,"NARQ","interview",2024-11-18 14:04:48,4,2,3,5,4,5,3,3,4,2,2,1,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,2,1,4,4,2,1,6,3,2,2,1,2,5,1,5,1,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,14,34,63,NA,NA,NA,NA,123,NA,2024-11-18 14:06:51,0,0,4,4,0,0,1.73
"159",386,NA,NA,"NARQ","interview",2024-11-18 14:15:41,2,4,2,3,5,4,3,2,1,1,4,3,4,4,4,3,3,2,1,3,1,4,5,1,1,4,19,1,2,1,4,2,3,2,6,2,4,2,5,1,4,1,2,1,2,2,1,5,1,1,1,2,2,2,1,2,1,2,1,1,2,1,2,1,4,1,3,3,1,1,4,3,1,3,14,13,91,109,53,88,60,11,439,NA,2024-11-18 14:23:00,1,0,8,8,1,1,1.21
"160",388,NA,NA,"NARQ","interview",2024-11-18 14:24:13,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,14,3,3,2,4,NA,NA,30,NA,2024-11-18 14:24:43,0,0,6,6,100,100,2.75
"161",390,NA,NA,"NARQ","interview",2024-11-18 14:29:43,4,3,4,2,3,3,4,2,3,3,3,4,3,3,3,2,3,2,1,2,2,2,4,1,1,5,19,2,2,1,3,3,2,2,3,4,3,2,3,1,4,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1,3,2,3,3,3,3,3,3,3,3,3,28,83,127,69,110,207,14,641,NA,2024-11-18 14:40:24,1,0,8,8,1,1,1.17
"162",392,NA,NA,"NARQ","interview",2024-11-18 14:32:49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,22,NA,NA,NA,NA,NA,NA,33,NA,2024-11-18 14:33:22,0,0,2,2,0,0,1.02
"163",394,NA,NA,"NARQ","interview",2024-11-18 14:40:45,4,4,3,5,3,3,1,1,5,1,2,4,5,2,3,5,5,4,2,1,5,2,5,2,3,5,19,2,2,1,1,5,1,5,1,5,6,6,2,3,2,5,6,1,4,5,1,2,1,2,2,1,1,2,1,2,1,1,1,1,1,1,2,1,3,3,2,4,4,4,4,4,1,2,13,14,69,74,43,103,44,16,376,NA,2024-11-18 14:47:01,1,0,8,8,0,0,1.29
"164",396,NA,NA,"NARQ","interview",2024-11-18 14:41:06,4,3,2,5,4,3,3,5,2,3,2,4,5,5,3,5,5,5,4,4,4,1,4,2,4,5,19,1,2,1,-9,3,4,2,6,4,2,5,3,4,5,2,2,1,2,2,1,3,1,2,2,1,1,2,1,2,1,1,2,2,1,2,1,2,2,4,3,3,2,4,3,4,4,2,21,18,53,78,40,105,44,31,390,NA,2024-11-18 14:47:36,1,0,8,8,1,1,1.17
"165",399,NA,NA,"NARQ","interview",2024-11-18 14:41:28,2,3,1,1,1,5,5,2,3,4,4,1,5,3,4,5,5,1,4,2,2,1,5,4,4,5,19,2,2,2,6,5,6,2,5,6,5,6,5,6,2,1,3,2,6,6,3,6,2,1,2,1,1,2,1,1,1,1,2,2,1,2,1,2,3,1,4,4,1,1,4,3,1,3,11,18,175,163,82,174,63,8,694,NA,2024-11-18 14:53:03,1,0,8,8,0,0,1.03
"166",400,NA,NA,"NARQ","interview",2024-11-18 14:41:39,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6,23,77957,NA,NA,NA,NA,148,NA,2024-11-19 12:21:36,0,0,4,4,95,95,1.8
"167",403,NA,NA,"NARQ","interview",2024-11-18 14:44:47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,17,NA,NA,NA,NA,NA,NA,26,NA,2024-11-18 14:45:13,0,0,2,2,0,0,1.28
"168",404,NA,NA,"NARQ","interview",2024-11-18 14:44:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,22,NA,NA,NA,NA,NA,NA,33,NA,2024-11-18 14:45:28,0,0,2,2,0,0,1.02
"169",406,NA,NA,"NARQ","interview",2024-11-18 14:46:24,2,4,1,2,4,4,3,2,2,4,4,2,5,4,4,3,3,2,4,4,3,4,3,2,2,2,19,1,2,1,6,5,5,2,5,2,5,5,1,2,2,1,5,1,4,4,2,5,1,2,2,1,1,2,2,2,1,2,1,1,1,2,1,1,4,1,3,3,1,1,3,1,2,3,34,18,40,70,28,88,38,41,357,NA,2024-11-18 14:52:22,1,0,8,8,0,0,1.35
"170",407,NA,NA,"NARQ","interview",2024-11-18 14:48:38,3,2,4,4,4,4,4,4,1,4,1,1,5,3,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,18,1,2,1,3,2,1,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,28,101,61,5,NA,NA,NA,215,NA,2024-11-18 14:52:13,0,0,5,5,52,52,1.41
"171",408,NA,NA,"NARQ","interview",2024-11-18 14:58:44,1,5,2,2,3,2,1,1,2,3,4,3,5,5,4,2,2,3,1,2,1,2,3,1,1,3,20,1,2,1,5,3,-9,2,6,1,2,3,1,1,2,1,1,1,2,3,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,19,78,75,64,5876,NA,NA,375,NA,2024-11-18 16:40:56,0,0,6,6,2,2,0.87
"172",410,NA,NA,"NARQ","interview",2024-11-18 14:59:40,5,3,1,5,5,4,1,1,4,1,1,2,4,3,4,3,3,1,4,1,1,3,4,4,3,5,54,1,2,5,4,1,4,1,4,3,4,4,2,1,3,1,2,1,4,4,1,1,1,1,2,2,2,2,1,2,1,1,2,1,2,1,1,1,3,1,3,4,2,1,4,1,2,3,9,18,98,116,106,139,80,10,576,NA,2024-11-18 15:09:16,1,0,8,8,1,1,1.06
"173",411,NA,NA,"NARQ","interview",2024-11-18 15:12:55,1,5,1,5,3,2,1,1,1,1,5,1,5,2,5,5,3,5,3,3,5,3,3,1,1,5,21,1,2,1,6,1,3,1,6,1,6,6,1,1,6,1,1,1,6,6,1,6,2,2,1,2,2,2,1,2,2,1,1,1,2,1,2,1,3,3,3,3,2,4,4,4,3,2,4,10,43,52,37,80,43,7,276,NA,2024-11-18 15:17:31,1,0,8,8,0,0,2.07
"174",413,NA,NA,"NARQ","interview",2024-11-18 15:20:37,4,4,4,5,4,2,2,4,5,3,2,4,5,1,3,3,3,3,1,2,3,2,2,1,2,5,18,1,2,1,2,1,1,2,3,3,-9,2,3,3,5,2,1,1,1,1,1,4,1,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1,1,4,2,2,3,4,2,4,4,1,34,24,98,77,74,102,48,25,482,NA,2024-11-18 15:28:39,1,0,8,8,1,1,0.94
"175",416,NA,NA,"NARQ","interview",2024-11-18 15:34:32,2,5,4,5,3,2,2,4,5,2,4,3,5,4,2,3,3,5,3,5,4,3,4,1,2,5,19,1,2,1,4,4,5,3,5,2,6,4,1,3,6,3,1,1,2,2,2,3,1,1,2,1,1,2,1,2,1,1,2,1,2,2,2,1,2,3,3,3,2,3,3,4,2,3,41,21,102,111,56,138,77,31,577,NA,2024-11-18 15:44:10,1,0,8,8,0,0,0.81
"176",418,NA,NA,"NARQ","interview",2024-11-18 15:35:46,4,4,1,3,5,3,3,4,3,1,3,2,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,22,90,NA,NA,NA,NA,NA,130,NA,2024-11-18 15:37:56,0,0,3,3,0,0,0.88
"177",419,NA,NA,"NARQ","interview",2024-11-18 15:39:58,4,3,4,1,1,2,4,2,1,2,2,3,4,5,5,5,5,2,1,1,4,4,5,2,2,3,19,2,2,1,6,3,5,2,2,1,2,2,1,1,3,1,5,1,1,3,3,6,2,1,2,1,2,2,1,1,1,2,1,1,1,2,1,2,2,1,4,4,3,1,4,2,3,2,9,13,110,175,79,184,67,20,657,NA,2024-11-18 15:50:55,1,0,8,8,0,0,0.96
"178",420,NA,NA,"NARQ","interview",2024-11-18 15:43:50,3,5,2,4,4,3,2,3,3,4,3,3,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,27,60,NA,NA,NA,NA,NA,94,NA,2024-11-18 15:45:24,0,0,3,3,0,0,1.34
"179",424,NA,NA,"NARQ","interview",2024-11-18 15:54:33,5,5,3,5,2,5,1,2,5,3,5,3,5,4,5,5,5,5,3,2,3,5,5,3,1,5,21,2,2,1,6,4,6,3,6,1,6,6,1,2,3,2,2,2,6,6,1,6,1,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,4,2,4,4,1,1,4,4,1,4,14,18,88,144,52,168,92,27,603,NA,2024-11-18 16:04:36,1,0,8,8,0,0,0.88
"180",426,NA,NA,"NARQ","interview",2024-11-18 16:05:00,2,5,3,4,5,4,1,4,3,2,3,3,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,2,1,5,2,2,1,5,1,3,4,1,1,3,1,1,1,3,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,16,83,90,NA,NA,NA,NA,193,NA,2024-11-18 16:08:13,0,0,4,4,0,0,1.65
"181",429,NA,NA,"NARQ","interview",2024-11-18 16:38:20,4,4,3,5,4,3,4,2,1,3,5,2,5,4,5,4,4,1,1,1,1,3,1,1,1,5,19,1,2,1,4,1,2,3,5,2,5,4,1,1,5,2,1,1,3,2,1,5,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,4,2,3,3,1,1,3,3,4,3,19,19,87,84,34,91,36,16,386,NA,2024-11-18 16:44:46,1,0,8,8,0,0,1.24
"182",434,NA,NA,"NARQ","interview",2024-11-18 17:10:51,2,5,1,4,2,3,3,2,1,2,3,4,5,5,5,5,4,2,3,3,3,4,4,1,1,5,17,1,2,1,6,2,6,1,6,2,6,6,1,2,6,1,1,1,1,1,1,6,2,2,2,1,1,2,1,2,1,1,2,2,1,2,2,1,4,2,4,4,1,1,3,4,1,4,9,24,107,68,40,100,76,22,446,NA,2024-11-18 17:18:17,1,0,8,8,1,1,1.12
"183",437,NA,NA,"NARQ","interview",2024-11-18 17:25:01,4,4,5,5,3,1,3,3,3,2,5,4,5,1,3,5,5,5,2,3,1,5,5,1,1,1,19,1,2,1,5,3,3,2,6,1,4,3,1,1,3,1,4,2,4,3,1,6,1,2,1,1,2,2,1,1,1,2,2,1,1,2,2,2,4,2,4,4,3,2,3,3,4,4,15,27,82,111,69,120,82,27,533,NA,2024-11-18 17:33:54,1,0,8,8,0,0,0.87
"184",439,NA,NA,"NARQ","interview",2024-11-18 17:25:24,3,4,2,3,3,4,2,2,1,4,3,2,4,4,3,5,5,3,1,4,3,5,2,2,4,1,20,2,2,1,5,5,5,4,6,3,3,5,2,2,5,3,6,1,5,5,2,4,1,2,2,1,1,1,1,2,1,2,1,2,2,1,1,2,3,1,3,2,1,1,4,3,1,3,26,53,134,213,74,151,71,26,748,NA,2024-11-18 17:37:52,1,0,8,8,0,0,0.65
"185",440,NA,NA,"NARQ","interview",2024-11-18 17:42:55,4,3,3,4,3,3,3,4,2,3,2,3,4,4,3,3,2,2,2,1,2,4,4,2,3,4,19,1,2,1,3,2,2,2,3,2,2,2,1,1,2,1,3,2,2,1,2,5,1,1,1,2,2,2,1,2,1,1,2,1,2,1,2,1,2,2,3,3,3,3,3,3,3,3,14,15,1618,72,41,82,56,9,380,NA,2024-11-18 18:14:42,1,0,8,8,1,1,1.24
"186",441,NA,NA,"NARQ","interview",2024-11-18 18:04:22,2,5,3,5,5,4,2,5,5,2,3,3,5,2,5,5,5,5,2,2,1,3,2,1,1,5,19,1,2,1,2,6,5,4,3,3,5,5,3,3,5,3,2,1,2,4,3,5,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,4,3,3,2,3,3,4,2,1,8,15,59,69,39,77,51,16,334,NA,2024-11-18 18:09:56,1,0,8,8,0,0,1.43
"187",442,NA,NA,"NARQ","interview",2024-11-18 18:06:38,3,5,4,3,5,2,2,4,4,1,3,2,4,2,4,3,3,3,4,4,3,3,3,2,2,5,21,1,2,1,5,5,6,4,6,3,4,6,1,1,5,3,2,1,5,3,1,4,2,1,2,2,1,2,2,2,1,1,2,1,1,2,2,1,3,3,3,3,3,3,3,4,3,3,6,21,57,66,35,85,39,30,339,NA,2024-11-18 18:12:17,1,0,8,8,0,0,1.43
"188",445,NA,NA,"NARQ","interview",2024-11-18 18:30:42,3,4,2,3,3,3,2,3,3,2,4,2,4,3,5,2,2,2,1,1,1,2,3,1,1,4,20,1,2,1,4,2,2,1,6,2,3,3,2,1,1,1,1,1,3,1,1,6,1,1,1,2,2,1,1,2,1,2,2,1,2,1,2,1,3,2,3,3,2,2,3,2,2,3,14,33,58,84,29,84,37,9,348,NA,2024-11-18 18:36:31,1,0,8,8,1,1,1.44
"189",449,NA,NA,"NARQ","interview",2024-11-18 19:08:14,4,5,4,4,4,2,4,4,5,4,2,2,4,2,2,3,3,2,1,1,1,1,1,1,1,4,27,1,1,5,2,4,1,4,4,3,3,3,5,4,6,4,5,3,2,1,2,2,1,2,2,2,2,1,1,2,1,2,2,1,2,1,2,1,2,4,2,2,3,4,2,4,4,2,3,18,75,100,38,86,46,17,383,NA,2024-11-18 19:14:37,1,0,8,8,0,0,1.48
"190",451,NA,NA,"NARQ","interview",2024-11-18 19:32:42,3,4,5,3,2,2,1,3,2,2,3,2,2,3,2,4,4,3,2,2,2,2,2,1,1,4,20,2,2,1,3,1,2,4,3,3,4,4,2,4,2,4,3,1,1,3,1,4,1,2,2,2,2,2,1,2,1,2,1,1,2,1,2,1,3,2,2,2,2,1,3,4,3,3,75,282,249,312,99,166,104,7,1033,NA,2024-11-18 19:54:16,1,0,8,8,1,1,0.71
"191",452,NA,NA,"NARQ","interview",2024-11-18 19:51:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,35,10991,NA,NA,NA,NA,NA,129,NA,2024-11-18 22:55:17,0,0,3,3,0,0,1.2
"192",453,NA,NA,"NARQ","interview",2024-11-18 20:09:42,4,4,2,4,3,3,2,3,3,4,4,4,5,3,3,3,3,2,1,1,1,1,1,1,1,5,21,1,1,1,4,3,4,4,3,1,3,3,1,1,4,1,2,1,3,2,1,4,1,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1,3,1,2,3,1,1,3,4,2,3,35,21,98,138,50,146,88,54,630,NA,2024-11-18 20:20:12,1,0,8,8,0,0,0.76
"193",454,NA,NA,"NARQ","interview",2024-11-18 20:34:16,1,4,5,4,5,5,3,2,2,1,5,2,4,3,5,5,5,4,4,4,5,5,5,3,2,2,19,1,2,1,6,6,6,5,6,3,6,6,2,2,4,4,3,1,5,6,1,6,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,4,1,3,4,1,1,4,3,1,3,6,21,99,108,62,193,66,9,564,NA,2024-11-18 20:43:40,1,0,8,8,1,1,1.2
"194",455,NA,NA,"NARQ","interview",2024-11-18 21:16:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,31,NA,NA,NA,NA,NA,NA,55,NA,2024-11-18 21:17:07,0,0,2,2,0,0,0.59
"195",462,NA,NA,"NARQ","interview",2024-11-19 06:01:38,1,5,1,5,3,5,4,4,3,1,5,1,5,3,3,1,1,1,3,1,1,4,3,1,2,4,21,1,2,1,2,2,2,1,2,1,6,2,1,1,3,1,2,1,2,6,1,5,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,4,3,3,3,3,3,4,3,3,7,14,57,66,42,95,55,7,343,NA,2024-11-19 06:07:21,1,0,8,8,0,0,1.63
"196",469,NA,NA,"NARQ","interview",2024-11-19 11:35:31,3,4,3,5,3,2,4,4,4,4,2,2,4,2,2,4,4,3,2,2,3,2,3,2,3,5,19,1,1,1,4,1,3,3,4,4,3,2,3,3,5,2,3,2,2,2,2,3,1,1,1,1,2,1,1,2,1,2,2,1,2,1,2,1,3,3,3,-9,3,3,3,3,-9,2,50,19,60,76,50,88,36,14,393,NA,2024-11-19 11:42:04,1,0,8,8,3,3,1.23
"197",477,NA,NA,"NARQ","interview",2024-11-19 15:32:04,4,4,5,4,2,1,4,3,4,3,3,2,3,3,2,3,3,2,1,2,3,1,4,1,2,5,21,1,2,2,2,1,1,2,4,1,3,1,1,2,5,1,1,1,3,1,2,4,1,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1,3,3,3,2,3,3,3,4,3,2,6,25,133,79,61,125,55,20,504,NA,2024-11-19 15:40:28,1,0,8,8,0,0,1.11
"198",486,NA,NA,"NARQ","interview",2024-11-19 16:35:57,1,3,2,2,3,4,2,2,1,3,4,4,4,4,3,1,1,1,3,1,1,3,2,1,3,4,48,1,2,3,3,2,2,2,3,1,4,2,1,1,2,2,1,1,3,3,1,4,1,1,1,2,2,2,1,1,1,2,2,1,2,1,2,2,3,1,3,4,1,1,4,2,2,4,4,55,99,127,86,160,48,14,593,NA,2024-11-19 16:45:50,1,0,8,8,1,1,1.15
"199",490,NA,NA,"NARQ","interview",2024-11-19 17:49:57,2,2,5,1,5,5,5,5,3,2,1,1,3,1,1,1,1,4,4,4,4,5,5,1,4,1,20,1,2,1,1,1,1,2,1,6,5,1,6,6,5,1,6,3,1,1,6,6,2,2,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,1,4,4,3,1,2,4,3,1,25,23,234,165,66,88,134,28,763,NA,2024-11-19 18:02:40,1,0,8,8,0,0,0.73
"200",491,NA,NA,"NARQ","interview",2024-11-19 17:51:36,3,4,4,3,4,4,1,4,4,1,1,3,5,4,4,2,2,2,1,1,2,2,3,1,1,5,18,1,2,1,3,1,2,1,2,1,2,3,1,1,3,1,1,1,1,1,1,4,1,1,1,2,2,1,1,2,1,2,2,1,2,2,2,1,3,3,3,2,3,2,2,4,3,2,16,25,104,127,77,116,56,61,582,NA,2024-11-19 18:01:18,1,0,8,8,0,0,0.81
"201",492,NA,NA,"NARQ","interview",2024-11-19 18:01:25,3,2,2,1,3,4,4,2,1,2,3,2,5,5,3,5,5,4,1,2,2,5,5,1,3,4,19,2,2,1,5,3,3,3,5,5,3,5,5,2,3,3,5,2,4,4,5,5,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2,2,3,1,3,2,2,1,3,1,2,2,31,102,146,1730,92,302,69,25,876,NA,2024-11-19 18:43:03,1,0,8,8,0,0,0.49
"202",497,NA,NA,"NARQ","interview",2024-11-19 18:26:20,2,5,4,4,4,4,4,5,4,4,3,4,4,5,5,4,4,3,2,2,2,5,4,1,1,1,18,1,2,1,4,2,5,1,5,2,4,4,2,2,5,1,1,1,3,2,2,4,1,1,1,2,2,1,1,2,1,2,2,1,2,1,2,1,3,4,2,2,2,2,3,3,3,4,3,12,61,41,31,57,29,9,243,NA,2024-11-19 18:30:23,1,0,8,8,0,0,2.14
"203",500,NA,NA,"NARQ","interview",2024-11-19 19:41:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,12,429873,NA,NA,NA,NA,NA,122,NA,2024-11-24 19:07:03,0,0,3,3,0,0,0.79
"204",502,NA,NA,"NARQ","interview",2024-11-19 22:05:31,3,4,4,5,5,3,2,4,3,1,5,4,4,4,5,3,3,3,3,4,2,2,3,1,1,5,21,1,2,1,5,4,3,4,4,2,4,5,1,3,4,3,1,1,5,5,1,6,1,2,2,1,2,1,2,2,2,2,2,-9,2,1,2,2,3,3,4,3,2,3,3,4,2,4,12,23,116,135,115,241,58,24,724,NA,2024-11-19 22:17:35,1,0,8,8,1,1,0.79
"205",504,NA,NA,"NARQ","interview",2024-11-20 06:18:09,2,4,4,1,2,4,3,5,3,4,1,2,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,39,92,22657,NA,NA,NA,NA,245,NA,2024-11-20 12:38:02,0,0,4,4,0,0,0.98
"206",510,NA,NA,"NARQ","interview",2024-11-20 07:53:03,2,5,2,1,4,2,4,2,2,2,5,4,5,2,4,5,5,4,3,4,4,3,4,1,3,4,32,2,2,3,4,2,5,2,6,1,6,1,1,1,5,2,4,2,4,3,3,6,2,2,1,1,2,1,2,1,1,2,1,1,2,1,2,1,3,2,3,3,2,3,4,2,2,3,56,27,115,126,80,184,70,29,687,NA,2024-11-20 08:04:30,1,0,8,8,0,0,0.69
"207",511,NA,NA,"NARQ","interview",2024-11-20 07:58:11,2,2,1,2,1,4,3,2,1,2,4,3,5,5,4,4,4,2,3,2,1,1,4,1,1,4,34,2,2,3,4,3,3,1,5,1,4,4,1,1,2,1,2,1,3,4,1,5,2,2,1,2,1,2,1,1,2,2,1,1,1,2,2,1,3,1,3,4,2,1,4,2,1,4,9,17,83,131,62,153,95,14,564,NA,2024-11-20 08:07:35,1,0,8,8,1,1,1.03
"208",512,NA,NA,"NARQ","interview",2024-11-20 08:08:04,1,5,3,4,4,4,4,3,3,4,5,4,5,3,4,3,3,3,3,3,3,3,3,1,2,4,36,1,2,5,3,1,2,1,6,2,4,4,2,2,4,1,1,1,4,3,1,5,1,1,2,2,1,2,1,2,1,2,2,1,2,2,2,1,3,2,4,4,2,1,4,3,2,3,6,26,65,139,54,217,93,14,614,NA,2024-11-20 08:18:18,1,0,8,8,1,1,1.08
"209",513,NA,NA,"NARQ","interview",2024-11-20 08:19:05,4,4,3,5,5,3,2,2,2,4,4,4,4,4,4,1,1,3,1,2,1,4,4,1,1,5,34,1,2,5,3,2,2,1,5,1,4,3,1,1,1,1,1,1,1,3,1,5,1,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1,3,2,3,3,3,2,3,3,1,3,19,17,115,140,76,139,76,10,592,NA,2024-11-20 08:28:57,1,0,8,8,1,1,0.98
